Date & Time,use [kW],gen [kW],LivingRoomOutlets [kW],Barn [kW],Well [kW],Microwave [kW],WasherDrier [kW],Solar [kW]
2015-01-01 00:00:00,0.0,0.004490556,0.000807222,0.144807222,0.000111667,0.003301667,0.000168333,0.004490556
2015-01-01 00:30:00,0.0,0.004517778,0.000793889,0.13637,0.000129444,0.003348889,0.000159444,0.004517778
2015-01-01 01:00:00,0.0,0.004508889,0.000822778,0.147327778,0.000109444,0.003350556,0.000185556,0.004508889
2015-01-01 01:30:00,0.0,0.004434444,0.000880556,0.139958333,0.000124444,0.003318333,0.039638333,0.004434444
2015-01-01 02:00:00,0.0,0.004497778,0.000791667,0.140478333,0.000117778,0.003361667,0.000171111,0.004497778
2015-01-01 02:30:00,0.0,0.004527778,0.000798889,0.141972222,0.000118889,0.003376667,0.000188889,0.004527778
2015-01-01 03:00:00,0.0,0.004546111,0.000802222,0.14225,0.000113889,0.003383889,0.000192778,0.004546111
2015-01-01 03:30:00,0.0,0.004545556,0.000791111,0.137415,0.000122222,0.003384444,0.000167778,0.004545556
2015-01-01 04:00:00,0.0,0.004540556,0.000791667,0.137193889,0.000123333,0.003383333,0.000183889,0.004540556
2015-01-01 04:30:00,0.0,0.004540556,0.000788333,0.136965,0.000124444,0.00338,0.000192778,0.004540556
2015-01-01 05:00:00,0.0,0.004555556,0.000793889,0.137582222,0.000116667,0.003397222,0.000212222,0.004555556
2015-01-01 05:30:00,0.0,0.004545556,0.000782222,0.136668333,0.000121111,0.003356111,0.000152222,0.004545556
2015-01-01 06:00:00,0.0,0.004533889,0.000780556,0.136395556,0.000124444,0.003347222,0.000150556,0.004533889
2015-01-01 06:30:00,0.0,0.00451,0.000777778,0.136011111,0.000127778,0.003349444,0.000173889,0.00451
2015-01-01 07:00:00,0.0,0.004252778,0.000777222,0.136048333,0.000121111,0.003345,0.000164444,0.004252778
2015-01-01 07:30:00,0.0,0.001018889,0.000777222,0.13563,0.000121111,0.003341111,0.000166111,0.001018889
2015-01-01 08:00:00,0.0,0.011552222,0.000776667,0.135147778,0.000128333,0.003338889,0.000141111,0.011552222
2015-01-01 08:30:00,0.0,0.026481667,0.000773333,0.134070556,0.072837222,0.003317778,0.000145,0.026481667
2015-01-01 09:00:00,0.0,0.117506667,0.000762222,0.133717222,0.000141111,0.003311667,0.000170556,0.117506667
2015-01-01 09:30:00,0.0,0.29189,0.000754444,0.133536111,0.000176111,0.00331,0.000165,0.29189
2015-01-01 10:00:00,0.0,0.330446111,0.000748333,0.132786111,0.000184444,0.003296111,0.000171667,0.330446111
2015-01-01 10:30:00,0.0,0.399413333,0.000748333,0.133247222,0.000206667,0.003313889,0.000160556,0.399413333
2015-01-01 11:00:00,0.0,0.422107222,0.000821667,0.132826111,0.000207222,0.034602222,0.038466667,0.422107222
2015-01-01 11:30:00,0.0,0.431316667,0.00075,0.132443333,0.000210556,0.003278889,0.000133333,0.431316667
2015-01-01 12:00:00,0.0,0.399503889,0.079380556,0.132048333,0.190447222,0.003266111,0.000195,0.399503889
2015-01-01 12:30:00,0.0,0.382831667,0.088836111,0.132206667,0.000221111,0.003245,0.000372778,0.382831667
2015-01-01 13:00:00,0.0,0.383969444,0.091420556,0.13342,0.000213889,0.003308889,0.000225,0.383969444
2015-01-01 13:30:00,0.0,0.347087778,0.092887222,0.134016111,0.000190556,0.003343889,0.000152778,0.347087778
2015-01-01 14:00:00,0.0,0.319501111,0.093534444,0.134051111,0.000180556,0.00335,0.000121667,0.319501111
2015-01-01 14:30:00,0.0,0.234456667,0.093520556,0.133562222,0.078343333,0.003338889,0.000136667,0.234456667
2015-01-01 15:00:00,0.0,0.14614,0.093438333,0.133590556,0.000146667,0.003330556,0.000125556,0.14614
2015-01-01 15:30:00,0.0,0.064002222,0.093052222,0.13333,0.078813889,0.003314444,0.000152222,0.064002222
2015-01-01 16:00:00,0.0,0.002117222,0.061659444,0.133493333,0.000117778,0.003298889,8.7778e-05,0.002117222
2015-01-01 16:30:00,0.0,0.004528333,0.000764444,0.134543333,0.000110556,0.003305,0.000154444,0.004528333
2015-01-01 17:00:00,0.0,0.004546667,0.000781111,0.139550556,0.000102222,0.003317222,0.000191111,0.004546667
2015-01-01 17:30:00,0.0,0.004541111,0.000775,0.139063889,0.000108889,0.003306667,0.000187778,0.004541111
2015-01-01 18:00:00,0.0,0.00451,0.000773889,0.13897,0.000104444,0.003301111,0.000188889,0.00451
2015-01-01 18:30:00,0.0,0.00452,0.000781667,0.139847222,0.000105,0.003322778,0.000193889,0.00452
2015-01-01 19:00:00,0.0,0.004496667,0.000767222,0.1348,0.000117778,0.003322222,0.000163333,0.004496667
2015-01-01 19:30:00,0.0,0.004498889,0.000768889,0.134930556,0.000114444,0.003322778,0.000187778,0.004498889
2015-01-01 20:00:00,0.0,0.004528333,0.000787222,0.136136111,0.072272222,0.003365,0.000193889,0.004528333
2015-01-01 20:30:00,0.0,0.004539444,0.000805,0.145849444,0.000105556,0.003360556,0.000221111,0.004539444
2015-01-01 21:00:00,0.0,0.004518889,0.000802778,0.140715556,0.000109444,0.003353889,0.000201667,0.004518889
2015-01-01 21:30:00,0.0,0.004497222,0.000785556,0.135300556,0.000115556,0.003335556,0.000168889,0.004497222
